assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
61780186,61780183,Lagerstroemia hypoleuca,1.2,Commercial & industrial areas,"","",,,,,,,Ongoing,
61987933,61987931,Mesua ferrea,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
61987933,61987931,Mesua ferrea,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
61987933,61987931,Mesua ferrea,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
61987933,61987931,Mesua ferrea,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
61987933,61987931,Mesua ferrea,5.3.1,Intentional use: (subsistence/small scale) [harvest],"","",,,,,,,Ongoing,
61987933,61987931,Mesua ferrea,5.3.2,Intentional use: (large scale) [harvest],"","",,,,,,,Ongoing,
62038698,62038695,Citrus indica,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,No,,,,Ongoing,
62038698,62038695,Citrus indica,5.2.1,Intentional use (species is the target),1.1|2.1,Ecosystem conversion|Species mortality,,,No,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
62038698,62038695,Citrus indica,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
115932548,31219,Myristica malabarica,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
115932548,31219,Myristica malabarica,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
115932548,31219,Myristica malabarica,1.1,Housing & urban areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
115932548,31219,Myristica malabarica,4.1,Roads & railroads,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
115932548,31219,Myristica malabarica,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117894247,117894243,Canarium strictum,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117894247,117894243,Canarium strictum,5.2.1,Intentional use (species is the target),"","",,,,,,,Ongoing,
117894247,117894243,Canarium strictum,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117894247,117894243,Canarium strictum,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
119048739,119048736,Viburnum hebanthum,8.1.2,Named species,"","",,Lantana camara,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
150219899,150213910,Alseodaphne owdenii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
150219899,150213910,Alseodaphne owdenii,4.1,Roads & railroads,"","",,,,,,,Ongoing,
150219899,150213910,Alseodaphne owdenii,1.3,Tourism & recreation areas,"","",,,,,,,Ongoing,
150219899,150213910,Alseodaphne owdenii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
150219924,150215092,Lindera melastomacea,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
150219924,150215092,Lindera melastomacea,4.1,Roads & railroads,"","",,,,,,,Ongoing,
150219924,150215092,Lindera melastomacea,1.3,Tourism & recreation areas,"","",,,,,,,Ongoing,
150219924,150215092,Lindera melastomacea,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
159054357,159051467,Callicarpa moldenkeana,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
159054357,159051467,Callicarpa moldenkeana,4.1,Roads & railroads,"","",,,,,,,Ongoing,
169055603,33608,Atuna travancorica,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169055603,33608,Atuna travancorica,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169055603,33608,Atuna travancorica,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056351,169056310,Calophyllum austroindicum,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056351,169056310,Calophyllum austroindicum,4.1,Roads & railroads,"","",,,,,,,Ongoing,
169056351,169056310,Calophyllum austroindicum,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,"Past, Likely to Return",
169056351,169056310,Calophyllum austroindicum,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056351,169056310,Calophyllum austroindicum,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056798,169056377,Calophyllum pascalianum,7.2.10,Large dams,"","",,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Likely to Return",
169056985,169056981,Capparis rheedei,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056985,169056981,Capparis rheedei,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056985,169056981,Capparis rheedei,1.1,Housing & urban areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056985,169056981,Capparis rheedei,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169056985,169056981,Capparis rheedei,7.1.3,Trend Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169589635,169578317,Reinwardtiodendron anamalaiense,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169589635,169578317,Reinwardtiodendron anamalaiense,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
169589635,169578317,Reinwardtiodendron anamalaiense,2.1.4,Scale Unknown/Unrecorded,"","",,,,,,,Ongoing,
169589635,169578317,Reinwardtiodendron anamalaiense,4.1,Roads & railroads,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,1.1,Housing & urban areas,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,4.1,Roads & railroads,"","",,,,,,,Ongoing,
177944419,177944393,Premna milleflora,5.3.5,Motivation Unknown/Unrecorded,"","",,,,,,,Ongoing,
180593985,22693431,Calidris ferruginea,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
180593985,22693431,Calidris ferruginea,7.2.4,Abstraction of surface water (unknown use),1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,7.2.11,Dams (size unknown),1.2,Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,7.2.2,Abstraction of surface water (commercial use),1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.3,Indirect ecosystem effects,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,5.4.4,Unintentional effects: (large scale) [harvest],1.3,Indirect ecosystem effects,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,8.1.2,Named species,2.1,Species mortality,,Clostridium botulinum,,Minority (<50%),Unknown,,Future,
180593985,22693431,Calidris ferruginea,2.4.2,Industrial aquaculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,11.1,Habitat shifting & alteration,1.2|1.3|2.3.7,Ecosystem degradation|Indirect ecosystem effects|Reduced reproductive success,,,,Whole (>90%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,8.5.2,Named species,2.1,Species mortality,,,,Majority (50-90%),Rapid Declines,,Future,Avian Influenza Virus (H5N1 subtype)
180593985,22693431,Calidris ferruginea,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
180593985,22693431,Calidris ferruginea,9.2.1,Oil spills,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
180593985,22693431,Calidris ferruginea,9.3.3,Herbicides and pesticides,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
180593985,22693431,Calidris ferruginea,8.1.2,Named species,1.1|2.2,Ecosystem conversion|Species disturbance,,Spartina maritima,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031094,31187,Humboldtia bourdillonii,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031094,31187,Humboldtia bourdillonii,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031094,31187,Humboldtia bourdillonii,7.1.2,Supression in fire frequency/intensity,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031094,31187,Humboldtia bourdillonii,7.2.10,Large dams,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
201031378,201030934,Humboldtia brunonis,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031378,201030934,Humboldtia brunonis,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031378,201030934,Humboldtia brunonis,1.1,Housing & urban areas,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031378,201030934,Humboldtia brunonis,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
201031378,201030934,Humboldtia brunonis,7.1.3,Trend Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210018953,210014331,Pandanus palakkadensis,1.1,Housing & urban areas,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
210018953,210014331,Pandanus palakkadensis,2.1.2,Small-holder farming,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
210018953,210014331,Pandanus palakkadensis,2.3.2,"Small-holder grazing, ranching or farming","","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
210023075,30891,Syzygium neesianum,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023075,30891,Syzygium neesianum,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023075,30891,Syzygium neesianum,5.3.4,Unintentional effects: (large scale) [harvest],"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023075,30891,Syzygium neesianum,7.1.2,Supression in fire frequency/intensity,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023075,30891,Syzygium neesianum,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
210023075,30891,Syzygium neesianum,3.2,Mining & quarrying,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
218880247,22679012,Perdicula manipurensis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Unknown,Unknown,,Unknown,
218880247,22679012,Perdicula manipurensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Unknown,
218880247,22679012,Perdicula manipurensis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|1.3|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species disturbance,,,,Unknown,Unknown,,Unknown,
218880247,22679012,Perdicula manipurensis,7.1.3,Trend Unknown/Unrecorded,1.2|1.3|2.1|2.2|2.3.7,Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance|Reduced reproductive success,,,,Unknown,Unknown,,Unknown,
223484923,22693225,Tringa guttifer,1.1,Housing & urban areas,1.1,Ecosystem conversion,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,9.2.1,Oil spills,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Minority (<50%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,9.4,Garbage & solid waste,1.2|2.1,Ecosystem degradation|Species mortality,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,11.1,Habitat shifting & alteration,1.1|2.3.7,Ecosystem conversion|Reduced reproductive success,,,,Whole (>90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,6.1,Recreational activities,2.2,Species disturbance,,,,Majority (50-90%),Negligible declines,,Ongoing,
223484923,22693225,Tringa guttifer,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
223484923,22693225,Tringa guttifer,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
223484923,22693225,Tringa guttifer,2.2.2,Agro-industry plantations,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
223484923,22693225,Tringa guttifer,2.4.1,Subsistence/artisinal aquaculture,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,2.4.2,Industrial aquaculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,5.1.1,Intentional use (species is the target),2.1|2.3.7,Species mortality|Reduced reproductive success,,,No,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,1.2,Commercial & industrial areas,1.1,Ecosystem conversion,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,3.3,Renewable energy,2.1,Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,9.1.1,Sewage,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
223484923,22693225,Tringa guttifer,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,2.1.2,Small-holder farming,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,8.1.2,Named species,1.2,Ecosystem degradation,,Spartina alterniflora,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
223484923,22693225,Tringa guttifer,8.5.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Unknown,"Viruses are worrisome as most shorebirds densely congregate in large numbers and frequently coinhabit wetlands with waterfowl, which are the main wild hosts for the avian influenza A virus, gamma- and delta-coronaviruses, and handful of other diseases.",Ongoing,
224134662,224071357,Albizia umbrosa,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
224134662,224071357,Albizia umbrosa,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
224134662,224071357,Albizia umbrosa,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
224134662,224071357,Albizia umbrosa,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
224134702,224109482,Vaccinium piliferum,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
224134702,224109482,Vaccinium piliferum,4.1,Roads & railroads,"","",,,,,,,Ongoing,
224134702,224109482,Vaccinium piliferum,1.3,Tourism & recreation areas,"","",,,,,,,Ongoing,
224134702,224109482,Vaccinium piliferum,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
226834730,37314,Myristica magnifica,2.2.3,Scale Unknown/Unrecorded,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
226834730,37314,Myristica magnifica,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,11.4,Storms & flooding,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Unknown,
234075458,22715856,Pellorneum palustre,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,2.3.3,"Agro-industry grazing, ranching or farming",1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
234075458,22715856,Pellorneum palustre,2.1.2,Small-holder farming,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
239905382,239905380,Psychotria nudiflora,4.1,Roads & railroads,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
239905382,239905380,Psychotria nudiflora,6.1,Recreational activities,"","",,,,Minority (<50%),,,Ongoing,
239905392,239905390,Psychotria anamallayana,2.1.2,Small-holder farming,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,"Slow, Significant Declines",,Ongoing,
239905392,239905390,Psychotria anamallayana,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,,,,,"Slow, Significant Declines",,Ongoing,
239905392,239905390,Psychotria anamallayana,1.2,Commercial & industrial areas,"","",,,,,,,Ongoing,
239905442,239905440,Nothopegia travancorica,2.1.4,Scale Unknown/Unrecorded,"","",,,,,,,Ongoing,
239905442,239905440,Nothopegia travancorica,1.1,Housing & urban areas,"","",,,,,,,Ongoing,
239905602,239905600,Ficus cupulata,4.1,Roads & railroads,1.1|2.2,Ecosystem conversion|Species disturbance,,,,,,,Ongoing,
239905602,239905600,Ficus cupulata,10.3,Avalanches/landslides,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
239905632,239905630,Ehretia wightiana,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
239905632,239905630,Ehretia wightiana,4.1,Roads & railroads,"","",,,,,,,Ongoing,
239906078,239906076,Psychotria connata,1.2,Commercial & industrial areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Unknown,"Slow, Significant Declines",,Ongoing,
239906078,239906076,Psychotria connata,2.1.1,Shifting agriculture,1.1|2.2,Ecosystem conversion|Species disturbance,,,,Unknown,"Slow, Significant Declines",,Ongoing,
239906078,239906076,Psychotria connata,3.3,Renewable energy,"","",,,,,,,Ongoing,
242530926,242376348,Dipcadi saxorum,1.1,Housing & urban areas,2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
242530926,242376348,Dipcadi saxorum,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
242530926,242376348,Dipcadi saxorum,2.1.2,Small-holder farming,1.1,Ecosystem conversion,,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
242530926,242376348,Dipcadi saxorum,2.3.2,"Small-holder grazing, ranching or farming",1.1,Ecosystem conversion,,,,Minority (<50%),Negligible declines,,Ongoing,
242530926,242376348,Dipcadi saxorum,6.1,Recreational activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
244637841,22680064,Asarcornis scutulata,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
244637841,22680064,Asarcornis scutulata,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
244637841,22680064,Asarcornis scutulata,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",The proliferation of unnamed weed species is causing habitat degradation in north-east India.,Ongoing,
244637841,22680064,Asarcornis scutulata,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
244637841,22680064,Asarcornis scutulata,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
244637841,22680064,Asarcornis scutulata,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
244637841,22680064,Asarcornis scutulata,6.1,Recreational activities,2.2,Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
249695988,103874145,Montecincla jerdoni,2.2.2,Agro-industry plantations,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
249695988,103874145,Montecincla jerdoni,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Unknown,
249695988,103874145,Montecincla jerdoni,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
249695988,103874145,Montecincla jerdoni,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),"Slow, Significant Declines",,Ongoing,
249695988,103874145,Montecincla jerdoni,6.1,Recreational activities,1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
249819859,103874754,Montecincla meridionalis,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
249819859,103874754,Montecincla meridionalis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
249819859,103874754,Montecincla meridionalis,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Negligible declines,,Ongoing,
249819859,103874754,Montecincla meridionalis,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Unknown,
250442182,22716795,Paradoxornis flavirostris,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,11.4,Storms & flooding,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Unknown,
250442182,22716795,Paradoxornis flavirostris,5.2.2,Unintentional effects (species is not the target),1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250442182,22716795,Paradoxornis flavirostris,7.1.1,Increase in fire frequency/intensity,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250900824,22716358,Argya longirostris,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250900824,22716358,Argya longirostris,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250900824,22716358,Argya longirostris,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
250900824,22716358,Argya longirostris,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,Unspecified plants,Ongoing,
250900824,22716358,Argya longirostris,8.1.2,Named species,1.2,Ecosystem degradation,,Mikania micrantha,,Majority (50-90%),Unknown,,Ongoing,
