internalTaxonId,threatCode,threatName,stressCode,stressName,severity
213352738,2.2.1,Small-holder plantations,,,
213352738,2.2.2,Agro-industry plantations,,,
213352738,1.1,Housing & urban areas,,,
213352738,4.1,Roads & railroads,,,
213352738,1.3,Tourism & recreation areas,,,
213352738,2.1.2,Small-holder farming,,,
213352738,2.1.3,Agro-industry farming,,,
200533196,2.2.1,Small-holder plantations,,,
200533196,2.2.2,Agro-industry plantations,,,
200533196,1.1,Housing & urban areas,,,
200533196,4.1,Roads & railroads,,,
200533196,1.3,Tourism & recreation areas,,,
200533196,2.1.2,Small-holder farming,,,
200533196,2.1.3,Agro-industry farming,,,
220761693,2.2.1,Small-holder plantations,,,
220761693,2.2.2,Agro-industry plantations,,,
220761693,1.1,Housing & urban areas,,,
220761693,4.1,Roads & railroads,,,
220761693,1.3,Tourism & recreation areas,,,
220761693,2.1.2,Small-holder farming,,,
220761693,2.1.3,Agro-industry farming,,,
224100285,2.2.1,Small-holder plantations,,,
224100285,2.2.2,Agro-industry plantations,,,
224100285,1.1,Housing & urban areas,,,
224100285,4.1,Roads & railroads,,,
224100285,1.3,Tourism & recreation areas,,,
224100285,2.1.2,Small-holder farming,,,
224100285,2.1.3,Agro-industry farming,,,
224088253,2.2.1,Small-holder plantations,,,
224088253,2.2.2,Agro-industry plantations,,,
224088253,2.1.2,Small-holder farming,,,
224088253,2.1.3,Agro-industry farming,,,
224106293,2.2.1,Small-holder plantations,,,
224106293,2.1.2,Small-holder farming,,,
224106293,1.1,Housing & urban areas,,,
224101293,2.2.2,Agro-industry plantations,,,
224101293,2.1.3,Agro-industry farming,,,
224085585,2.2.1,Small-holder plantations,,,
224085585,2.2.2,Agro-industry plantations,,,
224085585,2.1.2,Small-holder farming,,,
224085585,2.1.3,Agro-industry farming,,,
224071631,2.2.1,Small-holder plantations,,,
224071631,2.2.2,Agro-industry plantations,,,
224071631,2.1.2,Small-holder farming,,,
224071631,2.1.3,Agro-industry farming,,,
224101709,2.2.1,Small-holder plantations,,,
224101709,2.1.2,Small-holder farming,,,
224101709,5.3.5,Motivation Unknown/Unrecorded,,,
226499453,9.4,Garbage & solid waste,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Causing/Could cause fluctuations
226499453,10.3,Avalanches/landslides,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Causing/Could cause fluctuations
226499453,4.1,Roads & railroads,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,"Slow, Significant Declines"
226499453,6.1,Recreational activities,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
226499453,2.1.3,Agro-industry farming,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
226499453,1.3,Tourism & recreation areas,1.1|1.2|1.3|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species disturbance,Negligible declines
228007161,1.3,Tourism & recreation areas,,,Causing/Could cause fluctuations
228007161,7.1.3,Trend Unknown/Unrecorded,,,Rapid Declines
228007161,11.3,Temperature extremes,,,"Slow, Significant Declines"
228007161,2.1.1,Shifting agriculture,,,Unknown
228007388,11.1,Habitat shifting & alteration,2.2,Species disturbance,Causing/Could cause fluctuations
228007388,1.3,Tourism & recreation areas,,,Causing/Could cause fluctuations
228007388,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
228007388,5.3.5,Motivation Unknown/Unrecorded,,,Rapid Declines
228007388,1.1,Housing & urban areas,,,
228007388,4.1,Roads & railroads,,,
228007388,7.1.1,Increase in fire frequency/intensity,,,
228007388,7.2.11,Dams (size unknown),,,
239578615,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
239578615,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
239578615,7.1.2,Supression in fire frequency/intensity,,,Negligible declines
239578615,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
239578975,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
239578975,1.3,Tourism & recreation areas,,,"Slow, Significant Declines"
239578975,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
239578975,7.1.2,Supression in fire frequency/intensity,,,"Slow, Significant Declines"
239578975,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
239578975,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
239855551,2.1.4,Scale Unknown/Unrecorded,,,
239855551,7.1.1,Increase in fire frequency/intensity,,,
247297998,1.2,Commercial & industrial areas,1.2,Ecosystem degradation,Rapid Declines
247297998,1.3,Tourism & recreation areas,1.2,Ecosystem degradation,"Slow, Significant Declines"
247297998,2.1.3,Agro-industry farming,1.2|2.1,Ecosystem degradation|Species mortality,Very Rapid Declines
247297998,1.1,Housing & urban areas,1.2|2.2,Ecosystem degradation|Species disturbance,Rapid Declines
254095810,2.1.2,Small-holder farming,1.1,Ecosystem conversion,"Slow, Significant Declines"
254095810,1.1,Housing & urban areas,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Very Rapid Declines
254095810,1.3,Tourism & recreation areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Very Rapid Declines
254095810,2.3.2,"Small-holder grazing, ranching or farming",2.1,Species mortality,"Slow, Significant Declines"
254095810,5.2.1,Intentional use (species is the target),2.1,Species mortality,"Slow, Significant Declines"
254095810,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
254095865,2.1.2,Small-holder farming,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Very Rapid Declines
254095865,2.3.2,"Small-holder grazing, ranching or farming",2.1,Species mortality,Rapid Declines
15954,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,
15954,5.1.1,Intentional use (species is the target),2.1,Species mortality,
15954,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,
15954,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,5.1.3,Persecution/control,2.1,Species mortality,
15954,4.1,Roads & railroads,2.1,Species mortality,
15954,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,
15954,6.2,"War, civil unrest & military exercises",2.2,Species disturbance,
15954,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
15954,2.3.1,Nomadic grazing,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
219,11.2,Droughts,1.2,Ecosystem degradation,Rapid Declines
219,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,"Slow, Significant Declines"
219,6.2,"War, civil unrest & military exercises",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,8.1.1,Unspecified species,1.2,Ecosystem degradation,Negligible declines
219,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
219,6.1,Recreational activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Negligible declines
219,2.1.1,Shifting agriculture,1.1|2.1|2.2,Ecosystem conversion|Species mortality|Species disturbance,Rapid Declines
219,2.1.3,Agro-industry farming,1.1|2.1|2.2,Ecosystem conversion|Species mortality|Species disturbance,Rapid Declines
219,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
219,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,"Slow, Significant Declines"
219,5.1.1,Intentional use (species is the target),1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,7.1.1,Increase in fire frequency/intensity,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
219,3.2,Mining & quarrying,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,7.2.9,Small dams,1.2|2.2,Ecosystem degradation|Species disturbance,Rapid Declines
219,2.3.1,Nomadic grazing,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,2.3.3,"Agro-industry grazing, ranching or farming",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,4.1,Roads & railroads,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,"Slow, Significant Declines"
219,5.1.3,Persecution/control,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,2.1.2,Small-holder farming,1.1|2.1|2.2,Ecosystem conversion|Species mortality|Species disturbance,Rapid Declines
219,5.1.2,Unintentional effects (species is not the target),1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,1.3,Tourism & recreation areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
219,3.1,Oil & gas drilling,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
219,4.2,Utility & service lines,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,"Slow, Significant Declines"
61780183,1.1,Housing & urban areas,,,
61780183,4.1,Roads & railroads,,,
61780183,1.2,Commercial & industrial areas,,,
61987931,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
61987931,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
61987931,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
61987931,7.2.10,Large dams,,,"Slow, Significant Declines"
61987931,5.3.1,Intentional use: (subsistence/small scale) [harvest],,,
61987931,5.3.2,Intentional use: (large scale) [harvest],,,
62038695,5.3.1,Intentional use: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,
62038695,5.2.1,Intentional use (species is the target),1.1|2.1,Ecosystem conversion|Species mortality,Causing/Could cause fluctuations
62038695,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,Causing/Could cause fluctuations
31219,7.2.10,Large dams,,,"Slow, Significant Declines"
31219,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
31219,1.1,Housing & urban areas,,,"Slow, Significant Declines"
31219,4.1,Roads & railroads,,,"Slow, Significant Declines"
31219,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
117894243,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
117894243,5.2.1,Intentional use (species is the target),,,
117894243,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
117894243,7.2.10,Large dams,,,"Slow, Significant Declines"
119048736,8.1.2,Named species,,,"Slow, Significant Declines"
150213910,2.2.1,Small-holder plantations,,,
150213910,4.1,Roads & railroads,,,
150213910,1.3,Tourism & recreation areas,,,
150213910,2.1.2,Small-holder farming,,,
150215092,2.2.1,Small-holder plantations,,,
150215092,4.1,Roads & railroads,,,
150215092,1.3,Tourism & recreation areas,,,
150215092,2.1.2,Small-holder farming,,,
159051467,2.1.3,Agro-industry farming,,,
159051467,4.1,Roads & railroads,,,
33608,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
33608,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
33608,7.2.10,Large dams,,,"Slow, Significant Declines"
169056310,7.2.10,Large dams,,,"Slow, Significant Declines"
169056310,4.1,Roads & railroads,,,
169056310,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
169056310,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
169056310,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
169056377,7.2.10,Large dams,,,"Slow, Significant Declines"
169056981,7.2.10,Large dams,,,"Slow, Significant Declines"
169056981,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
169056981,1.1,Housing & urban areas,,,"Slow, Significant Declines"
169056981,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
169056981,7.1.3,Trend Unknown/Unrecorded,,,"Slow, Significant Declines"
169578317,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
169578317,7.2.10,Large dams,,,"Slow, Significant Declines"
169578317,2.1.4,Scale Unknown/Unrecorded,,,
169578317,4.1,Roads & railroads,,,
177944393,2.2.1,Small-holder plantations,,,
177944393,2.2.2,Agro-industry plantations,,,
177944393,2.1.2,Small-holder farming,,,
177944393,2.1.3,Agro-industry farming,,,
177944393,1.1,Housing & urban areas,,,
177944393,4.1,Roads & railroads,,,
177944393,5.3.5,Motivation Unknown/Unrecorded,,,
22693431,5.1.1,Intentional use (species is the target),2.1,Species mortality,Unknown
22693431,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Negligible declines
22693431,7.2.4,Abstraction of surface water (unknown use),1.2,Ecosystem degradation,Unknown
22693431,7.2.11,Dams (size unknown),1.2,Ecosystem degradation,Unknown
22693431,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693431,7.2.2,Abstraction of surface water (commercial use),1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
22693431,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.3,Indirect ecosystem effects,Unknown
22693431,5.4.4,Unintentional effects: (large scale) [harvest],1.3,Indirect ecosystem effects,Unknown
22693431,8.1.2,Named species,2.1,Species mortality,Unknown
22693431,2.4.2,Industrial aquaculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693431,11.1,Habitat shifting & alteration,1.2|1.3|2.3.7,Ecosystem degradation|Indirect ecosystem effects|Reduced reproductive success,Unknown
22693431,8.5.2,Named species,2.1,Species mortality,Rapid Declines
22693431,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693431,6.1,Recreational activities,2.2,Species disturbance,Unknown
22693431,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693431,9.2.1,Oil spills,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
22693431,9.3.3,Herbicides and pesticides,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
22693431,8.1.2,Named species,1.1|2.2,Ecosystem conversion|Species disturbance,"Slow, Significant Declines"
31187,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
31187,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
31187,7.1.2,Supression in fire frequency/intensity,,,"Slow, Significant Declines"
31187,7.2.10,Large dams,,,"Slow, Significant Declines"
201030934,7.2.10,Large dams,,,"Slow, Significant Declines"
201030934,2.2.2,Agro-industry plantations,,,"Slow, Significant Declines"
201030934,1.1,Housing & urban areas,,,"Slow, Significant Declines"
201030934,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
201030934,7.1.3,Trend Unknown/Unrecorded,,,"Slow, Significant Declines"
210014331,1.1,Housing & urban areas,,,Rapid Declines
210014331,2.1.2,Small-holder farming,,,Rapid Declines
210014331,2.3.2,"Small-holder grazing, ranching or farming",,,Rapid Declines
30891,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
30891,2.1.3,Agro-industry farming,,,"Slow, Significant Declines"
30891,5.3.4,Unintentional effects: (large scale) [harvest],,,"Slow, Significant Declines"
30891,7.1.2,Supression in fire frequency/intensity,,,"Slow, Significant Declines"
30891,7.2.10,Large dams,,,"Slow, Significant Declines"
30891,3.2,Mining & quarrying,,,"Slow, Significant Declines"
22679012,5.1.1,Intentional use (species is the target),2.1,Species mortality,Unknown
22679012,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22679012,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|1.3|2.2,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects|Species disturbance,Unknown
22679012,7.1.3,Trend Unknown/Unrecorded,1.2|1.3|2.1|2.2|2.3.7,Ecosystem degradation|Indirect ecosystem effects|Species mortality|Species disturbance|Reduced reproductive success,Unknown
22693225,1.1,Housing & urban areas,1.1,Ecosystem conversion,Unknown
22693225,9.2.1,Oil spills,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Unknown
22693225,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,Unknown
22693225,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,Unknown
22693225,9.4,Garbage & solid waste,1.2|2.1,Ecosystem degradation|Species mortality,Unknown
22693225,11.1,Habitat shifting & alteration,1.1|2.3.7,Ecosystem conversion|Reduced reproductive success,Unknown
22693225,6.1,Recreational activities,2.2,Species disturbance,Negligible declines
22693225,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,"Slow, Significant Declines"
22693225,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,Negligible declines
22693225,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,Negligible declines
22693225,2.2.2,Agro-industry plantations,1.2,Ecosystem degradation,Negligible declines
22693225,2.4.1,Subsistence/artisinal aquaculture,1.2,Ecosystem degradation,"Slow, Significant Declines"
22693225,2.4.2,Industrial aquaculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22693225,5.1.1,Intentional use (species is the target),2.1|2.3.7,Species mortality|Reduced reproductive success,"Slow, Significant Declines"
22693225,1.2,Commercial & industrial areas,1.1,Ecosystem conversion,Unknown
22693225,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22693225,3.3,Renewable energy,2.1,Species mortality,Unknown
22693225,9.1.1,Sewage,1.2,Ecosystem degradation,Unknown
22693225,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22693225,2.1.2,Small-holder farming,1.2,Ecosystem degradation,"Slow, Significant Declines"
22693225,8.1.2,Named species,1.2,Ecosystem degradation,"Slow, Significant Declines"
22693225,8.5.1,Unspecified species,2.1,Species mortality,Unknown
224071357,2.2.1,Small-holder plantations,,,
224071357,2.2.2,Agro-industry plantations,,,
224071357,2.1.2,Small-holder farming,,,
224071357,2.1.3,Agro-industry farming,,,
224109482,2.2.1,Small-holder plantations,,,
224109482,4.1,Roads & railroads,,,
224109482,1.3,Tourism & recreation areas,,,
224109482,2.1.2,Small-holder farming,,,
37314,2.2.3,Scale Unknown/Unrecorded,,,"Slow, Significant Declines"
37314,7.2.10,Large dams,,,"Slow, Significant Declines"
22715856,11.4,Storms & flooding,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22715856,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,"Slow, Significant Declines"
22715856,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,"Slow, Significant Declines"
22715856,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22715856,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22715856,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22715856,2.3.3,"Agro-industry grazing, ranching or farming",1.2,Ecosystem degradation,"Slow, Significant Declines"
22715856,2.1.2,Small-holder farming,1.2,Ecosystem degradation,"Slow, Significant Declines"
239905380,4.1,Roads & railroads,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Causing/Could cause fluctuations
239905380,6.1,Recreational activities,,,
239905390,2.1.2,Small-holder farming,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
239905390,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,"Slow, Significant Declines"
239905390,1.2,Commercial & industrial areas,,,
239905440,2.1.4,Scale Unknown/Unrecorded,,,
239905440,1.1,Housing & urban areas,,,
239905600,4.1,Roads & railroads,1.1|2.2,Ecosystem conversion|Species disturbance,
239905600,10.3,Avalanches/landslides,1.2|2.2,Ecosystem degradation|Species disturbance,
239905630,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,Causing/Could cause fluctuations
239905630,4.1,Roads & railroads,,,
239906076,1.2,Commercial & industrial areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
239906076,2.1.1,Shifting agriculture,1.1|2.2,Ecosystem conversion|Species disturbance,"Slow, Significant Declines"
239906076,3.3,Renewable energy,,,
242376348,1.1,Housing & urban areas,2.2,Species disturbance,"Slow, Significant Declines"
242376348,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
242376348,2.1.2,Small-holder farming,1.1,Ecosystem conversion,Causing/Could cause fluctuations
242376348,2.3.2,"Small-holder grazing, ranching or farming",1.1,Ecosystem conversion,Negligible declines
242376348,6.1,Recreational activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,"Slow, Significant Declines"
22680064,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,"Slow, Significant Declines"
22680064,5.1.1,Intentional use (species is the target),2.1,Species mortality,"Slow, Significant Declines"
22680064,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,"Slow, Significant Declines"
22680064,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22680064,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,Negligible declines
22680064,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
22680064,8.1.1,Unspecified species,1.2,Ecosystem degradation,"Slow, Significant Declines"
22680064,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22680064,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22680064,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
22680064,1.3,Tourism & recreation areas,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
22680064,6.1,Recreational activities,2.2,Species disturbance,Negligible declines
103874145,2.2.2,Agro-industry plantations,1.2,Ecosystem degradation,Negligible declines
103874145,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,Unknown
103874145,8.1.1,Unspecified species,1.2,Ecosystem degradation,Unknown
103874145,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
103874145,6.1,Recreational activities,1.2,Ecosystem degradation,Negligible declines
103874754,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,"Slow, Significant Declines"
103874754,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,"Slow, Significant Declines"
103874754,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,Negligible declines
103874754,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,Unknown
22716795,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716795,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716795,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716795,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716795,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716795,11.4,Storms & flooding,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,Unknown
22716795,5.2.2,Unintentional effects (species is not the target),1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
22716795,7.1.1,Increase in fire frequency/intensity,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
22716358,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,"Slow, Significant Declines"
22716358,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,"Slow, Significant Declines"
22716358,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,"Slow, Significant Declines"
22716358,8.1.1,Unspecified species,1.2,Ecosystem degradation,Unknown
22716358,8.1.2,Named species,1.2,Ecosystem degradation,Unknown
22716358,8.1.2,Named species,1.2,Ecosystem degradation,Unknown
22716358,8.1.2,Named species,1.2,Ecosystem degradation,Unknown
22716358,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716358,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716358,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22716358,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22734628,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,Unknown
22734628,4.1,Roads & railroads,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
22693749,8.1.2,Named species,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693749,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Unknown
22693749,11.1,Habitat shifting & alteration,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,Unknown
22693749,6.3,Work & other activities,2.2,Species disturbance,Unknown
22693749,1.1,Housing & urban areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
22693749,2.4.1,Subsistence/artisinal aquaculture,1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
22693749,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,Unknown
22693749,3.3,Renewable energy,1.2|2.1,Ecosystem degradation|Species mortality,Unknown
22693749,9.1.1,Sewage,1.2,Ecosystem degradation,Unknown
22693749,1.2,Commercial & industrial areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
22693749,2.4.2,Industrial aquaculture,1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
22693749,5.1.1,Intentional use (species is the target),2.1,Species mortality,Unknown
22693749,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
22693749,3.1,Oil & gas drilling,1.2,Ecosystem degradation,Unknown
